rb2110,9040,105600687,2,1,1,0,0,0,0,0,0,5,5,252800,253010,0,0,0,0,0,0,0,76.0174,210,0,5030,5094,20210601,1,0,0,0,0,0,210,210,0,0.1,0,0,0,0,SHFE,0,,0
hc2110,9040,105600687,2,1,1,0,0,0,0,0,0,1,1,52480,52540,0,0,0,0,0,0,0,15.7834,60,0,5395,5255,20210601,1,0,0,0,0,0,60,60,0,0.1,0,0,0,0,SHFE,0,,0
i2109,9040,105600687,2,1,1,0,0,0,0,0,0,2,2,229850,229900,0,0,0,0,0,0,0,183.972,50,0,1090,1157,20210601,1,0,0,0,0,0,50,50,0,0.12,0,0,0,0,DCE,0,,0
i2110,9040,105600687,2,1,1,0,0,0,0,0,0,1,1,111900,111200,0,0,0,0,0,0,0,22.3456,-700,0,1068.5,1112.5,20210601,1,0,0,0,0,0,-700,-700,0,0.12,0,0,0,0,DCE,0,,0
i2109,9040,105600687,3,1,1,0,0,0,0,0,0,3,3,342800,342600,0,0,0,0,0,0,0,274.268,200,0,1090,1139,20210601,1,0,0,0,0,0,200,200,0,0.12,0,0,0,0,DCE,0,,0
hc2110,9040,105600687,3,1,1,0,1,0,0,0,0,3,2,160100,106430,53820,0,5382,0,0,0,0,37.3647,-150,-580,5395,5440,20210601,1,53820,5382,0,0,0,-150,-150,1,0.1,0,0,0,0,SHFE,0,,0
rb2110,9040,105600687,2,1,1,0,0,0,0,0,0,5,5,252800,253010,0,0,0,0,0,0,0,76.0174,210,0,5030,5094,20210601,1,0,0,0,0,0,210,210,0,0.1,0,0,0,0,SHFE,0,,0
hc2110,9040,105600687,2,1,1,0,0,0,0,0,0,1,1,52480,52540,0,0,0,0,0,0,0,15.7834,60,0,5395,5255,20210601,1,0,0,0,0,0,60,60,0,0.1,0,0,0,0,SHFE,0,,0
i2109,9040,105600687,2,1,1,0,0,0,0,0,0,2,2,229850,229900,0,0,0,0,0,0,0,183.972,50,0,1090,1157,20210601,1,0,0,0,0,0,50,50,0,0.12,0,0,0,0,DCE,0,,0
i2110,9040,105600687,2,1,1,0,0,0,0,0,0,1,1,111900,111200,0,0,0,0,0,0,0,22.3456,-700,0,1068.5,1112.5,20210601,1,0,0,0,0,0,-700,-700,0,0.12,0,0,0,0,DCE,0,,0
i2109,9040,105600687,3,1,1,0,0,0,0,0,0,3,3,342800,342600,0,0,0,0,0,0,0,274.268,200,0,1090,1139,20210601,1,0,0,0,0,0,200,200,0,0.12,0,0,0,0,DCE,0,,0
hc2110,9040,105600687,3,1,1,0,1,0,0,0,0,3,2,160100,106430,53820,0,5382,0,0,0,0,37.3647,-150,-580,5395,5440,20210601,1,53820,5382,0,0,0,-150,-150,1,0.1,0,0,0,0,SHFE,0,,0
rb2110,9040,105600687,2,1,1,0,0,0,0,0,0,5,5,252800,253010,0,0,0,0,0,0,0,76.0174,210,0,5030,5094,20210601,1,0,0,0,0,0,210,210,0,0.1,0,0,0,0,SHFE,0,,0
hc2110,9040,105600687,2,1,1,0,0,0,0,0,0,1,1,52480,52540,0,0,0,0,0,0,0,15.7834,60,0,5395,5255,20210601,1,0,0,0,0,0,60,60,0,0.1,0,0,0,0,SHFE,0,,0
i2109,9040,105600687,2,1,1,0,0,0,0,0,0,2,2,229850,229900,0,0,0,0,0,0,0,183.972,50,0,1090,1157,20210601,1,0,0,0,0,0,50,50,0,0.12,0,0,0,0,DCE,0,,0
i2110,9040,105600687,2,1,1,0,0,0,0,0,0,1,1,111900,111200,0,0,0,0,0,0,0,22.3456,-700,0,1068.5,1112.5,20210601,1,0,0,0,0,0,-700,-700,0,0.12,0,0,0,0,DCE,0,,0
i2109,9040,105600687,3,1,1,0,0,0,0,0,0,3,3,342800,342600,0,0,0,0,0,0,0,274.268,200,0,1090,1139,20210601,1,0,0,0,0,0,200,200,0,0.12,0,0,0,0,DCE,0,,0
hc2110,9040,105600687,3,1,1,0,1,0,0,0,0,3,2,160100,106430,53820,0,5382,0,0,0,0,37.3647,-150,-600,5395,5442,20210601,1,53820,5382,0,0,0,-150,-150,1,0.1,0,0,0,0,SHFE,0,,0
rb2110,9040,105600687,2,1,1,0,0,0,0,0,0,5,5,252800,253010,0,0,0,0,0,0,0,76.0174,210,0,5030,5094,20210601,1,0,0,0,0,0,210,210,0,0.1,0,0,0,0,SHFE,0,,0
hc2110,9040,105600687,2,1,1,0,0,0,0,0,0,1,1,52480,52540,0,0,0,0,0,0,0,15.7834,60,0,5395,5255,20210601,1,0,0,0,0,0,60,60,0,0.1,0,0,0,0,SHFE,0,,0
i2109,9040,105600687,2,1,1,0,0,0,0,0,0,2,2,229850,229900,0,0,0,0,0,0,0,183.972,50,0,1090,1157,20210601,1,0,0,0,0,0,50,50,0,0.12,0,0,0,0,DCE,0,,0
i2110,9040,105600687,2,1,1,0,0,0,0,0,0,1,1,111900,111200,0,0,0,0,0,0,0,22.3456,-700,0,1068.5,1112.5,20210601,1,0,0,0,0,0,-700,-700,0,0.12,0,0,0,0,DCE,0,,0
i2109,9040,105600687,3,1,1,0,0,0,0,0,0,3,3,342800,342600,0,0,0,0,0,0,0,274.268,200,0,1090,1139,20210601,1,0,0,0,0,0,200,200,0,0.12,0,0,0,0,DCE,0,,0
hc2110,9040,105600687,3,1,1,0,1,0,0,0,0,3,2,160100,106430,53820,0,5382,0,0,0,0,37.3647,-150,-550,5395,5437,20210601,1,53820,5382,0,0,0,-150,-150,1,0.1,0,0,0,0,SHFE,0,,0
rb2110,9040,105600687,2,1,1,0,0,0,0,0,0,5,5,252800,253010,0,0,0,0,0,0,0,76.0174,210,0,5030,5094,20210601,1,0,0,0,0,0,210,210,0,0.1,0,0,0,0,SHFE,0,,0
hc2110,9040,105600687,3,1,2,1,1,0,0,0,0,0,0,0,0,52630,0,5263,0,0,0,0,0,0,0,5263,5263,20210602,1,53820,5263,0,0,0,0,0,0,0,0,0,0,0,SHFE,0,,0
hc2110,9040,105600687,3,1,2,1,1,0,0,0,0,0,0,0,0,52630,0,5263,0,0,0,0,0,0,0,5263,5263,20210602,1,53820,5263,0,0,0,0,0,0,0,0,0,0,0,SHFE,0,,0
hc2110,9040,105600687,3,1,2,1,1,0,0,0,0,0,0,0,0,52630,0,5263,0,0,0,0,0,0,0,5263,5263,20210602,1,53820,5263,0,0,0,0,0,0,0,0,0,0,0,SHFE,0,,0
hc2110,9040,105600687,3,1,2,1,1,0,0,0,0,0,0,0,0,52630,0,5263,0,0,0,0,0,0,0,5263,5263,20210602,1,53820,5263,0,0,0,0,0,0,0,0,0,0,0,SHFE,0,,0
hc2110,9040,105600687,3,1,2,1,1,0,0,0,0,0,0,0,0,52630,0,5263,0,0,0,0,0,0,0,5263,5263,20210602,1,53820,5263,0,0,0,0,0,0,0,0,0,0,0,SHFE,0,,0
hc2110,9040,105600687,3,1,2,1,1,0,0,0,0,0,0,0,0,52630,0,5263,0,0,0,0,0,0,0,5263,5263,20210602,1,53820,5263,0,0,0,0,0,0,0,0,0,0,0,SHFE,0,,0
hc2110,9040,105600687,3,1,2,1,1,0,0,0,0,0,0,0,0,52630,0,5263,0,0,0,0,0,0,0,5263,5263,20210602,1,53820,5263,0,0,0,0,0,0,0,0,0,0,0,SHFE,0,,0
hc2110,9040,105600687,3,1,2,1,1,0,0,0,0,0,0,0,0,52630,0,5263,0,0,0,0,0,0,0,5263,5263,20210602,1,53820,5263,0,0,0,0,0,0,0,0,0,0,0,SHFE,0,,0
